repositorio,url,ultima_atualizacao,dias_desde_ultima_atualizacao
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,2026-08-18T19:39:22Z,0.03
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,2026-08-18T19:18:13Z,0.05
penpot/penpot,https://github.com/penpot/penpot,2026-08-18T20:21:42Z,0.0
rails/rails,https://github.com/rails/rails,2026-08-18T16:15:54Z,0.17
mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,2026-08-18T20:14:32Z,0.01
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,2026-08-18T20:21:54Z,0.0
pmndrs/zustand,https://github.com/pmndrs/zustand,2026-08-18T19:48:25Z,0.03
angular/angular.js,https://github.com/angular/angular.js,2026-08-18T13:24:15Z,0.29
MemPalace/mempalace,https://github.com/MemPalace/mempalace,2026-08-18T19:55:00Z,0.02
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,2026-08-18T19:03:48Z,0.06
ultralytics/yolov5,https://github.com/ultralytics/yolov5,2026-08-18T12:16:34Z,0.34
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,2026-08-18T20:00:13Z,0.02
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,2026-08-18T14:48:59Z,0.23
go-gitea/gitea,https://github.com/go-gitea/gitea,2026-08-18T20:21:24Z,0.0
deepfakes/faceswap,https://github.com/deepfakes/faceswap,2026-08-18T12:27:11Z,0.33
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,2026-08-18T17:56:11Z,0.1
karpathy/nanochat,https://github.com/karpathy/nanochat,2026-08-18T18:49:19Z,0.07
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,2026-08-18T19:30:29Z,0.04
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,2026-08-18T20:22:34Z,0.0
Textualize/rich,https://github.com/Textualize/rich,2026-08-18T14:37:20Z,0.24
appwrite/appwrite,https://github.com/appwrite/appwrite,2026-08-18T19:46:05Z,0.03
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,2026-08-18T11:21:39Z,0.38
soimort/you-get,https://github.com/soimort/you-get,2026-08-18T16:25:25Z,0.17
remotion-dev/remotion,https://github.com/remotion-dev/remotion,2026-08-18T20:06:37Z,0.01
BerriAI/litellm,https://github.com/BerriAI/litellm,2026-08-18T20:19:42Z,0.0
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,2026-08-18T20:26:29Z,0.0
remix-run/react-router,https://github.com/remix-run/react-router,2026-08-18T20:19:11Z,0.01
golang-standards/project-layout,https://github.com/golang-standards/project-layout,2026-08-18T16:36:59Z,0.16
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,2026-08-18T19:22:06Z,0.04
makeplane/plane,https://github.com/makeplane/plane,2026-08-18T19:41:17Z,0.03
laurent22/joplin,https://github.com/laurent22/joplin,2026-08-18T20:04:05Z,0.02
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,2026-08-18T06:53:57Z,0.56
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,2026-08-18T20:16:10Z,0.01
azl397985856/leetcode,https://github.com/azl397985856/leetcode,2026-08-18T09:51:21Z,0.44
Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,2026-08-18T19:49:10Z,0.03
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,2026-08-18T20:09:13Z,0.01
typst/typst,https://github.com/typst/typst,2026-08-18T19:13:46Z,0.05
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,2026-08-18T19:52:00Z,0.02
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,2026-08-18T08:05:24Z,0.51
twentyhq/twenty,https://github.com/twentyhq/twenty,2026-08-18T20:28:33Z,-0.0
usestrix/strix,https://github.com/usestrix/strix,2026-08-18T20:26:01Z,0.0
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,2026-08-18T19:32:16Z,0.04
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,2026-08-18T16:32:29Z,0.16
ngosang/trackerslist,https://github.com/ngosang/trackerslist,2026-08-18T18:40:46Z,0.07
jingyaogong/minimind,https://github.com/jingyaogong/minimind,2026-08-18T18:53:03Z,0.07
TryGhost/Ghost,https://github.com/TryGhost/Ghost,2026-08-18T20:14:20Z,0.01
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,2026-08-18T18:15:24Z,0.09
WerWolv/ImHex,https://github.com/WerWolv/ImHex,2026-08-18T20:02:44Z,0.02
wagoodman/dive,https://github.com/wagoodman/dive,2026-08-18T15:25:30Z,0.21
lencx/ChatGPT,https://github.com/lencx/ChatGPT,2026-08-18T20:07:25Z,0.01
maybe-finance/maybe,https://github.com/maybe-finance/maybe,2026-08-18T12:40:34Z,0.32
psf/requests,https://github.com/psf/requests,2026-08-18T19:01:15Z,0.06
vuejs/core,https://github.com/vuejs/core,2026-08-18T16:48:42Z,0.15
ElemeFE/element,https://github.com/ElemeFE/element,2026-08-18T10:23:39Z,0.42
odoo/odoo,https://github.com/odoo/odoo,2026-08-18T20:12:29Z,0.01
google/material-design-icons,https://github.com/google/material-design-icons,2026-08-18T18:31:29Z,0.08
mozilla/pdf.js,https://github.com/mozilla/pdf.js,2026-08-18T19:21:28Z,0.05
agalwood/Motrix,https://github.com/agalwood/Motrix,2026-08-18T20:25:40Z,0.0
necolas/normalize.css,https://github.com/necolas/normalize.css,2026-08-18T09:51:16Z,0.44
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,2026-08-18T19:57:09Z,0.02
JetBrains/kotlin,https://github.com/JetBrains/kotlin,2026-08-18T20:06:53Z,0.01
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,2026-08-18T16:25:35Z,0.17
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,2026-08-18T20:22:36Z,0.0
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,2026-08-18T20:19:25Z,0.01
aaif-goose/goose,https://github.com/aaif-goose/goose,2026-08-18T20:14:05Z,0.01
dockur/windows,https://github.com/dockur/windows,2026-08-18T19:38:55Z,0.03
microsoft/VibeVoice,https://github.com/microsoft/VibeVoice,2026-08-18T20:20:06Z,0.0
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,2026-08-18T20:18:01Z,0.01
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,2026-08-18T18:21:16Z,0.09
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,2026-08-18T19:17:44Z,0.05
hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,2026-08-18T20:23:38Z,0.0
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,2026-08-18T19:04:10Z,0.06
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,2026-08-18T20:05:06Z,0.02
prettier/prettier,https://github.com/prettier/prettier,2026-08-18T18:30:28Z,0.08
xai-org/grok-1,https://github.com/xai-org/grok-1,2026-08-18T19:09:17Z,0.05
etcd-io/etcd,https://github.com/etcd-io/etcd,2026-08-18T19:38:42Z,0.03
VoltAgent/awesome-openclaw-skills,https://github.com/VoltAgent/awesome-openclaw-skills,2026-08-18T20:20:15Z,0.0
bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,2026-08-18T19:56:44Z,0.02
google/guava,https://github.com/google/guava,2026-08-18T19:06:26Z,0.06
anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,2026-08-18T19:33:33Z,0.04
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,2026-08-18T20:22:45Z,0.0
run-llama/llama_index,https://github.com/run-llama/llama_index,2026-08-18T19:39:58Z,0.03
expo/expo,https://github.com/expo/expo,2026-08-18T20:18:43Z,0.01
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2026-08-18T18:20:45Z,0.09
jekyll/jekyll,https://github.com/jekyll/jekyll,2026-08-18T19:55:25Z,0.02
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,2026-08-18T18:24:50Z,0.08
charlax/professional-programming,https://github.com/charlax/professional-programming,2026-08-18T17:27:09Z,0.12
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,2026-08-18T17:31:05Z,0.12
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,2026-08-18T18:30:40Z,0.08
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,2026-08-18T19:07:24Z,0.06
justjavac/wechat-miniapp-radar,https://github.com/justjavac/wechat-miniapp-radar,2026-08-18T16:25:35Z,0.17
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,2026-08-18T17:29:17Z,0.12
cypress-io/cypress,https://github.com/cypress-io/cypress,2026-08-18T18:33:51Z,0.08
jamiepine/voicebox,https://github.com/jamiepine/voicebox,2026-08-18T20:14:50Z,0.01
CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,2026-08-18T20:09:22Z,0.01
diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,2026-08-18T20:28:44Z,-0.0
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,2026-08-18T17:38:40Z,0.12
nlohmann/json,https://github.com/nlohmann/json,2026-08-18T19:49:15Z,0.03
mastodon/mastodon,https://github.com/mastodon/mastodon,2026-08-18T18:58:41Z,0.06
TanStack/query,https://github.com/TanStack/query,2026-08-18T19:23:15Z,0.04
skylot/jadx,https://github.com/skylot/jadx,2026-08-18T18:29:44Z,0.08
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,2026-08-18T20:25:17Z,0.0
AlistGo/alist,https://github.com/AlistGo/alist,2026-08-18T15:28:27Z,0.21
jgthms/bulma,https://github.com/jgthms/bulma,2026-08-18T15:02:26Z,0.23
chenglou/pretext,https://github.com/chenglou/pretext,2026-08-18T20:06:15Z,0.01
tldraw/tldraw,https://github.com/tldraw/tldraw,2026-08-18T19:23:21Z,0.04
huginn/huginn,https://github.com/huginn/huginn,2026-08-18T20:20:09Z,0.0
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,2026-08-18T18:47:52Z,0.07
Lordog/dive-into-llms,https://github.com/Lordog/dive-into-llms,2026-08-18T18:24:51Z,0.08
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,2026-08-18T19:43:53Z,0.03
pandas-dev/pandas,https://github.com/pandas-dev/pandas,2026-08-18T19:44:18Z,0.03
roboflow/supervision,https://github.com/roboflow/supervision,2026-08-18T20:06:01Z,0.01
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,2026-08-18T18:39:49Z,0.07
hashicorp/terraform,https://github.com/hashicorp/terraform,2026-08-18T18:39:55Z,0.07
ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,2026-08-18T20:20:22Z,0.0
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,2026-08-18T20:18:51Z,0.01
astral-sh/ruff,https://github.com/astral-sh/ruff,2026-08-18T20:23:18Z,0.0
Homebrew/brew,https://github.com/Homebrew/brew,2026-08-18T20:17:39Z,0.01
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,2026-08-18T17:18:37Z,0.13
chen08209/FlClash,https://github.com/chen08209/FlClash,2026-08-18T20:23:13Z,0.0
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,2026-08-18T18:42:35Z,0.07
apple/container,https://github.com/apple/container,2026-08-18T20:22:57Z,0.0
JuliaLang/julia,https://github.com/JuliaLang/julia,2026-08-18T16:59:51Z,0.14
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,2026-08-18T18:17:43Z,0.09
metabase/metabase,https://github.com/metabase/metabase,2026-08-18T20:07:49Z,0.01
akullpp/awesome-java,https://github.com/akullpp/awesome-java,2026-08-18T19:53:22Z,0.02
calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,2026-08-18T20:04:58Z,0.02
tmux/tmux,https://github.com/tmux/tmux,2026-08-18T19:42:39Z,0.03
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,2026-08-18T14:46:40Z,0.24
iamkun/dayjs,https://github.com/iamkun/dayjs,2026-08-18T18:24:28Z,0.09
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,2026-08-18T19:36:04Z,0.04
mudler/LocalAI,https://github.com/mudler/LocalAI,2026-08-18T20:08:21Z,0.01
upscayl/upscayl,https://github.com/upscayl/upscayl,2026-08-18T20:16:22Z,0.01
KRTirtho/spotube,https://github.com/KRTirtho/spotube,2026-08-18T19:53:56Z,0.02
nilbuild/design-patterns-for-humans,https://github.com/nilbuild/design-patterns-for-humans,2026-08-18T14:56:57Z,0.23
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,2026-08-18T19:42:39Z,0.03
Aider-AI/aider,https://github.com/Aider-AI/aider,2026-08-18T18:08:13Z,0.1
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,2026-08-18T17:10:17Z,0.14
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,2026-08-18T01:25:04Z,0.79
stablyai/orca,https://github.com/stablyai/orca,2026-08-18T20:29:43Z,-0.0
slidevjs/slidev,https://github.com/slidevjs/slidev,2026-08-18T18:56:35Z,0.06
moeru-ai/airi,https://github.com/moeru-ai/airi,2026-08-18T20:18:51Z,0.01
pixijs/pixijs,https://github.com/pixijs/pixijs,2026-08-18T19:01:06Z,0.06
moment/moment,https://github.com/moment/moment,2026-08-18T15:35:20Z,0.2
karan/Projects,https://github.com/karan/Projects,2026-08-18T20:13:48Z,0.01
calcom/cal.diy,https://github.com/calcom/cal.diy,2026-08-18T20:21:01Z,0.0
HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,2026-08-18T20:00:04Z,0.02
router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,2026-08-18T20:29:13Z,-0.0
hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,2026-08-18T20:24:46Z,0.0
gogs/gogs,https://github.com/gogs/gogs,2026-08-18T13:10:34Z,0.3
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,2026-08-18T17:06:21Z,0.14
microsoft/qlib,https://github.com/microsoft/qlib,2026-08-18T19:49:09Z,0.03
bevyengine/bevy,https://github.com/bevyengine/bevy,2026-08-18T20:20:04Z,0.0
discourse/discourse,https://github.com/discourse/discourse,2026-08-18T20:12:37Z,0.01
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,2026-08-18T20:23:08Z,0.0
prisma/prisma,https://github.com/prisma/prisma,2026-08-18T20:05:59Z,0.01
oobabooga/textgen,https://github.com/oobabooga/textgen,2026-08-18T19:36:13Z,0.04
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,2026-08-18T19:01:59Z,0.06
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,2026-08-18T17:47:49Z,0.11
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,2026-08-18T13:39:16Z,0.28
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,2026-08-18T15:38:44Z,0.2
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,2026-08-18T20:22:16Z,0.0
slab/quill,https://github.com/slab/quill,2026-08-18T19:20:58Z,0.05
HKUDS/nanobot,https://github.com/HKUDS/nanobot,2026-08-18T19:09:57Z,0.05
rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,2026-08-18T20:23:49Z,0.0
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,2026-08-18T08:01:46Z,0.52
lysine-dev/okhttp,https://github.com/lysine-dev/okhttp,2026-08-18T14:35:44Z,0.24
elder-plinius/CL4R1T4S,https://github.com/elder-plinius/CL4R1T4S,2026-08-18T20:06:29Z,0.01
gedoor/legado,https://github.com/gedoor/legado,2026-08-18T19:23:31Z,0.04
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,2026-08-18T11:50:16Z,0.36
KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,2026-08-18T20:29:27Z,-0.0
serverless/serverless,https://github.com/serverless/serverless,2026-08-18T07:04:20Z,0.56
exo-explore/exo,https://github.com/exo-explore/exo,2026-08-18T17:11:36Z,0.14
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,2026-08-18T19:05:07Z,0.06
multica-ai/multica,https://github.com/multica-ai/multica,2026-08-18T20:29:49Z,-0.0
kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,2026-08-18T20:23:55Z,0.0
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,2026-08-18T19:40:39Z,0.03
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,2026-08-18T12:03:50Z,0.35
zhayujie/CowAgent,https://github.com/zhayujie/CowAgent,2026-08-18T19:52:53Z,0.02
SimplifyJobs/Summer2027-Internships,https://github.com/SimplifyJobs/Summer2027-Internships,2026-08-18T20:16:18Z,0.01
apache/airflow,https://github.com/apache/airflow,2026-08-18T20:27:13Z,-0.0
usebruno/bruno,https://github.com/usebruno/bruno,2026-08-18T20:25:06Z,0.0
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,2026-08-18T18:41:03Z,0.07
9001/copyparty,https://github.com/9001/copyparty,2026-08-18T19:36:20Z,0.04
docker/awesome-compose,https://github.com/docker/awesome-compose,2026-08-18T18:22:21Z,0.09
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,2026-08-18T08:25:10Z,0.5
iina/iina,https://github.com/iina/iina,2026-08-18T14:38:23Z,0.24
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,2026-08-18T19:22:21Z,0.04
jgm/pandoc,https://github.com/jgm/pandoc,2026-08-18T18:29:27Z,0.08
coqui-ai/TTS,https://github.com/coqui-ai/TTS,2026-08-18T20:06:54Z,0.01
Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,2026-08-18T20:28:09Z,-0.0
cli/cli,https://github.com/cli/cli,2026-08-18T17:58:26Z,0.1
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,2026-08-18T19:57:18Z,0.02
helix-editor/helix,https://github.com/helix-editor/helix,2026-08-18T19:02:47Z,0.06
android/architecture-samples,https://github.com/android/architecture-samples,2026-08-18T19:47:41Z,0.03
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,2026-08-18T20:11:28Z,0.01
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,2026-08-18T18:23:59Z,0.09
DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,2026-08-18T20:28:02Z,-0.0
milvus-io/milvus,https://github.com/milvus-io/milvus,2026-08-18T16:58:36Z,0.14
google/zx,https://github.com/google/zx,2026-08-18T16:11:33Z,0.18
karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,2026-08-18T17:11:36Z,0.14
streamlit/streamlit,https://github.com/streamlit/streamlit,2026-08-18T19:43:03Z,0.03
abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,2026-08-18T20:13:16Z,0.01
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,2026-08-18T20:02:12Z,0.02
QuantumNous/new-api,https://github.com/QuantumNous/new-api,2026-08-18T20:21:34Z,0.0
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,2026-08-18T18:01:15Z,0.1
jestjs/jest,https://github.com/jestjs/jest,2026-08-18T18:39:14Z,0.07
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,2026-08-18T16:16:39Z,0.17
grpc/grpc,https://github.com/grpc/grpc,2026-08-18T19:48:00Z,0.03
sickn33/agentic-awesome-skills,https://github.com/sickn33/agentic-awesome-skills,2026-08-18T20:19:38Z,0.01
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,2026-08-18T17:24:04Z,0.13
pyenv/pyenv,https://github.com/pyenv/pyenv,2026-08-18T14:11:42Z,0.26
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,2026-08-18T18:32:04Z,0.08
MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,2026-08-18T20:10:53Z,0.01
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,2026-08-18T18:32:17Z,0.08
meteor/meteor,https://github.com/meteor/meteor,2026-08-18T07:14:37Z,0.55
coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,2026-08-18T20:30:28Z,-0.0
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,2026-08-18T15:31:28Z,0.21
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,2026-08-18T20:05:26Z,0.01
DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,2026-08-18T19:33:44Z,0.04
vercel/hyper,https://github.com/vercel/hyper,2026-08-18T13:31:44Z,0.29
files-community/Files,https://github.com/files-community/Files,2026-08-18T20:22:58Z,0.0
vnpy/vnpy,https://github.com/vnpy/vnpy,2026-08-18T16:06:16Z,0.18
getsentry/sentry,https://github.com/getsentry/sentry,2026-08-18T20:12:06Z,0.01
logseq/logseq,https://github.com/logseq/logseq,2026-08-18T19:34:15Z,0.04
spf13/cobra,https://github.com/spf13/cobra,2026-08-18T19:44:17Z,0.03
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,2026-08-18T20:17:06Z,0.01
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,2026-08-18T20:18:45Z,0.01
NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,2026-08-18T16:12:12Z,0.18
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,2026-08-18T20:12:09Z,0.01
payloadcms/payload,https://github.com/payloadcms/payload,2026-08-18T19:44:41Z,0.03
sharkdp/fd,https://github.com/sharkdp/fd,2026-08-18T20:15:24Z,0.01
janhq/jan,https://github.com/janhq/jan,2026-08-18T16:36:21Z,0.16
streamich/react-use,https://github.com/streamich/react-use,2026-08-18T19:05:15Z,0.06
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,2026-08-18T03:37:31Z,0.7
Kong/kong,https://github.com/Kong/kong,2026-08-18T15:02:54Z,0.22
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,2026-08-18T14:20:04Z,0.25
babel/babel,https://github.com/babel/babel,2026-08-18T18:55:06Z,0.06
zen-browser/desktop,https://github.com/zen-browser/desktop,2026-08-18T20:15:55Z,0.01
lysine-dev/retrofit,https://github.com/lysine-dev/retrofit,2026-08-17T20:27:06Z,1.0
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,2026-08-18T11:25:55Z,0.38
apache/spark,https://github.com/apache/spark,2026-08-18T19:43:22Z,0.03
DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,2026-08-18T20:22:51Z,0.0
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,2026-08-17T10:04:25Z,1.43
ccxt/ccxt,https://github.com/ccxt/ccxt,2026-08-18T19:17:00Z,0.05
ray-project/ray,https://github.com/ray-project/ray,2026-08-18T20:17:22Z,0.01
juspay/hyperswitch,https://github.com/juspay/hyperswitch,2026-08-18T20:09:18Z,0.01
colinhacks/zod,https://github.com/colinhacks/zod,2026-08-18T19:27:02Z,0.04
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,2026-08-18T16:02:13Z,0.18
gradio-app/gradio,https://github.com/gradio-app/gradio,2026-08-18T19:40:38Z,0.03
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,2026-08-18T17:17:10Z,0.13
ziglang/zig,https://github.com/ziglang/zig,2026-08-18T16:17:29Z,0.17
alex/what-happens-when,https://github.com/alex/what-happens-when,2026-08-18T17:08:47Z,0.14
Unitech/pm2,https://github.com/Unitech/pm2,2026-08-18T15:35:19Z,0.2
HeyPuter/puter,https://github.com/HeyPuter/puter,2026-08-18T19:43:03Z,0.03
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,2026-08-18T16:01:18Z,0.18
FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,2026-08-18T11:21:29Z,0.38
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,2026-08-18T11:21:31Z,0.38
mifi/lossless-cut,https://github.com/mifi/lossless-cut,2026-08-18T20:22:44Z,0.0
juanfont/headscale,https://github.com/juanfont/headscale,2026-08-18T19:43:45Z,0.03
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,2026-08-18T16:38:16Z,0.16
Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,2026-08-18T20:16:32Z,0.01
faif/python-patterns,https://github.com/faif/python-patterns,2026-08-18T17:07:16Z,0.14
curl/curl,https://github.com/curl/curl,2026-08-18T19:28:32Z,0.04
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,2026-08-18T15:34:27Z,0.2
mingrammer/diagrams,https://github.com/mingrammer/diagrams,2026-08-18T14:27:55Z,0.25
apachecn/ailearning,https://github.com/apachecn/ailearning,2026-08-18T13:18:35Z,0.3
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,2026-08-18T15:17:03Z,0.22
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,2026-08-18T20:26:44Z,0.0
imputnet/cobalt,https://github.com/imputnet/cobalt,2026-08-18T19:26:42Z,0.04
saadeghi/daisyui,https://github.com/saadeghi/daisyui,2026-08-18T18:29:47Z,0.08
666ghj/BettaFish,https://github.com/666ghj/BettaFish,2026-08-18T20:14:56Z,0.01
fastlane/fastlane,https://github.com/fastlane/fastlane,2026-08-18T18:10:53Z,0.09
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,2026-08-18T16:25:47Z,0.17
nolimits4web/swiper,https://github.com/nolimits4web/swiper,2026-08-18T18:07:36Z,0.1
psf/black,https://github.com/psf/black,2026-08-18T19:04:27Z,0.06
hexojs/hexo,https://github.com/hexojs/hexo,2026-08-18T18:32:54Z,0.08
agno-agi/agno,https://github.com/agno-agi/agno,2026-08-18T20:18:02Z,0.01
aria2/aria2,https://github.com/aria2/aria2,2026-08-18T17:00:08Z,0.14
freefq/free,https://github.com/freefq/free,2026-08-18T20:16:22Z,0.01
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,2026-08-18T16:47:24Z,0.15
chubin/cheat.sh,https://github.com/chubin/cheat.sh,2026-08-18T18:19:10Z,0.09
dcloudio/uni-app,https://github.com/dcloudio/uni-app,2026-08-18T15:45:06Z,0.2
heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,2026-08-18T20:29:10Z,-0.0
apache/dubbo,https://github.com/apache/dubbo,2026-08-18T09:49:02Z,0.44
yarnpkg/yarn,https://github.com/yarnpkg/yarn,2026-08-18T02:47:14Z,0.74
tabler/tabler,https://github.com/tabler/tabler,2026-08-18T19:25:09Z,0.04
sxyazi/yazi,https://github.com/sxyazi/yazi,2026-08-18T19:20:29Z,0.05
chatboxai/chatbox,https://github.com/chatboxai/chatbox,2026-08-18T20:02:59Z,0.02
