repositorio,url,ultima_atualizacao,dias_desde_ultima_atualizacao
shadcn-ui/ui,https://github.com/shadcn-ui/ui,2026-08-18T20:20:24Z,0.0
rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,2026-08-18T20:21:52Z,0.0
nodejs/node,https://github.com/nodejs/node,2026-08-18T17:46:19Z,0.11
Hack-with-Github/Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,2026-08-18T20:21:13Z,0.0
justjavac/free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,2026-08-18T17:11:46Z,0.14
microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,2026-08-18T19:56:35Z,0.02
nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,2026-08-18T20:14:43Z,0.01
godotengine/godot,https://github.com/godotengine/godot,2026-08-18T19:33:59Z,0.04
rust-lang/rust,https://github.com/rust-lang/rust,2026-08-18T20:24:22Z,0.0
mrdoob/three.js,https://github.com/mrdoob/three.js,2026-08-18T20:07:48Z,0.01
2dust/v2rayN,https://github.com/2dust/v2rayN,2026-08-18T19:46:03Z,0.03
d3/d3,https://github.com/d3/d3,2026-08-18T19:25:06Z,0.04
immich-app/immich,https://github.com/immich-app/immich,2026-08-18T20:25:42Z,0.0
jaywcjlove/awesome-mac,https://github.com/jaywcjlove/awesome-mac,2026-08-18T19:51:04Z,0.02
tauri-apps/tauri,https://github.com/tauri-apps/tauri,2026-08-18T20:08:09Z,0.01
microsoft/TypeScript,https://github.com/microsoft/TypeScript,2026-08-18T20:24:54Z,0.0
browser-use/browser-use,https://github.com/browser-use/browser-use,2026-08-18T20:03:05Z,0.02
axios/axios,https://github.com/axios/axios,2026-08-18T15:31:06Z,0.21
VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,2026-08-18T20:18:07Z,0.01
fatedier/frp,https://github.com/fatedier/frp,2026-08-18T18:57:28Z,0.06
papers-we-love/papers-we-love,https://github.com/papers-we-love/papers-we-love,2026-08-18T19:21:48Z,0.05
harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,2026-08-18T20:24:42Z,0.0
denoland/deno,https://github.com/denoland/deno,2026-08-18T18:15:04Z,0.09
supabase/supabase,https://github.com/supabase/supabase,2026-08-18T19:59:43Z,0.02
Graphify-Labs/graphify,https://github.com/Graphify-Labs/graphify,2026-08-18T20:24:30Z,0.0
openai/whisper,https://github.com/openai/whisper,2026-08-18T20:26:46Z,0.0
openai/codex,https://github.com/openai/codex,2026-08-18T20:18:28Z,0.01
google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,2026-08-18T19:59:47Z,0.02
goldbergyoni/nodebestpractices,https://github.com/goldbergyoni/nodebestpractices,2026-08-18T12:09:56Z,0.35
DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,2026-08-18T20:24:53Z,0.0
microsoft/terminal,https://github.com/microsoft/terminal,2026-08-18T17:45:31Z,0.11
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,2026-08-18T17:44:09Z,0.11
react/create-react-app,https://github.com/react/create-react-app,2026-08-18T15:31:08Z,0.21
rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,2026-08-18T19:44:39Z,0.03
pytorch/pytorch,https://github.com/pytorch/pytorch,2026-08-18T19:55:57Z,0.02
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,2026-08-18T18:23:08Z,0.09
neovim/neovim,https://github.com/neovim/neovim,2026-08-18T19:52:27Z,0.02
fastapi/fastapi,https://github.com/fastapi/fastapi,2026-08-18T19:44:25Z,0.03
angular/angular,https://github.com/angular/angular,2026-08-18T19:28:23Z,0.04
ruanyf/weekly,https://github.com/ruanyf/weekly,2026-08-18T19:17:42Z,0.05
mtdvio/every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,2026-08-18T19:16:21Z,0.05
ant-design/ant-design,https://github.com/ant-design/ant-design,2026-08-18T18:51:44Z,0.07
JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,2026-08-18T20:24:37Z,0.0
mui/material-ui,https://github.com/mui/material-ui,2026-08-18T19:19:07Z,0.05
TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,2026-08-18T20:22:12Z,0.0
nvbn/thefuck,https://github.com/nvbn/thefuck,2026-08-18T20:11:56Z,0.01
tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,2026-08-18T20:22:56Z,0.0
florinpop17/app-ideas,https://github.com/florinpop17/app-ideas,2026-08-18T20:01:41Z,0.02
microsoft/Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,2026-08-18T19:48:23Z,0.03
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,2026-08-18T18:14:08Z,0.09
puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,2026-08-18T19:43:05Z,0.03
oven-sh/bun,https://github.com/oven-sh/bun,2026-08-18T19:42:52Z,0.03
ryanmcdermott/clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,2026-08-18T18:40:17Z,0.07
microsoft/playwright,https://github.com/microsoft/playwright,2026-08-18T20:15:32Z,0.01
nvm-sh/nvm,https://github.com/nvm-sh/nvm,2026-08-18T19:48:09Z,0.03
iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns,2026-08-18T19:50:32Z,0.03
karpathy/autoresearch,https://github.com/karpathy/autoresearch,2026-08-18T20:22:35Z,0.0
earendil-works/pi,https://github.com/earendil-works/pi,2026-08-18T20:02:01Z,0.02
punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,2026-08-18T19:57:40Z,0.02
deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,2026-08-18T17:44:02Z,0.11
3b1b/manim,https://github.com/3b1b/manim,2026-08-18T20:25:38Z,0.0
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,2026-08-18T20:26:09Z,0.0
storybookjs/storybook,https://github.com/storybookjs/storybook,2026-08-18T20:26:19Z,0.0
ruvnet/RuView,https://github.com/ruvnet/RuView,2026-08-18T20:26:27Z,0.0
opencv/opencv,https://github.com/opencv/opencv,2026-08-18T19:56:00Z,0.02
louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,2026-08-18T20:09:03Z,0.01
PanJiaChen/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,2026-08-18T15:47:13Z,0.19
home-assistant/core,https://github.com/home-assistant/core,2026-08-18T20:23:12Z,0.0
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,2026-08-18T20:12:50Z,0.01
mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,2026-08-18T19:51:47Z,0.02
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,2026-08-18T20:19:32Z,0.01
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,2026-08-18T20:01:14Z,0.02
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,2026-08-18T19:48:13Z,0.03
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,2026-08-18T19:13:08Z,0.05
gohugoio/hugo,https://github.com/gohugoio/hugo,2026-08-18T19:14:03Z,0.05
vllm-project/vllm,https://github.com/vllm-project/vllm,2026-08-18T20:17:14Z,0.01
gin-gonic/gin,https://github.com/gin-gonic/gin,2026-08-18T17:30:54Z,0.12
astral-sh/uv,https://github.com/astral-sh/uv,2026-08-18T19:57:45Z,0.02
nexu-io/open-design,https://github.com/nexu-io/open-design,2026-08-18T20:20:02Z,0.0
zed-industries/zed,https://github.com/zed-industries/zed,2026-08-18T19:55:40Z,0.02
infiniflow/ragflow,https://github.com/infiniflow/ragflow,2026-08-18T19:44:41Z,0.03
localsend/localsend,https://github.com/localsend/localsend,2026-08-18T20:22:45Z,0.0
ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,2026-08-18T20:09:21Z,0.01
MunGell/awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,2026-08-18T19:51:47Z,0.02
django/django,https://github.com/django/django,2026-08-18T19:44:12Z,0.03
addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,2026-08-18T20:24:36Z,0.0
sveltejs/svelte,https://github.com/sveltejs/svelte,2026-08-18T19:37:08Z,0.03
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,2026-08-18T19:35:41Z,0.04
syncthing/syncthing,https://github.com/syncthing/syncthing,2026-08-18T20:06:26Z,0.01
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,2026-08-18T20:21:08Z,0.0
odysseus-dev/odysseus,https://github.com/odysseus-dev/odysseus,2026-08-18T20:26:37Z,0.0
laravel/laravel,https://github.com/laravel/laravel,2026-08-18T19:25:59Z,0.04
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,2026-08-18T20:27:58Z,-0.0
macrozheng/mall,https://github.com/macrozheng/mall,2026-08-18T15:53:40Z,0.19
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,2026-08-18T20:08:27Z,0.01
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,2026-08-18T20:07:30Z,0.01
DopplerHQ/awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,2026-08-18T20:21:44Z,0.0
realworld-apps/realworld,https://github.com/realworld-apps/realworld,2026-08-18T18:45:28Z,0.07
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,2026-08-18T20:23:32Z,0.0
koala73/worldmonitor,https://github.com/koala73/worldmonitor,2026-08-18T20:24:54Z,0.0
animate-css/animate.css,https://github.com/animate-css/animate.css,2026-08-18T19:27:32Z,0.04
junegunn/fzf,https://github.com/junegunn/fzf,2026-08-18T19:46:16Z,0.03
fighting41love/funNLP,https://github.com/fighting41love/funNLP,2026-08-18T17:02:06Z,0.14
vitejs/vite,https://github.com/vitejs/vite,2026-08-18T18:54:29Z,0.06
tonsky/FiraCode,https://github.com/tonsky/FiraCode,2026-08-18T19:56:18Z,0.02
lobehub/lobehub,https://github.com/lobehub/lobehub,2026-08-18T18:42:50Z,0.07
mlabonne/llm-course,https://github.com/mlabonne/llm-course,2026-08-18T19:44:19Z,0.03
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,2026-08-18T19:41:30Z,0.03
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot,2026-08-18T20:09:14Z,0.01
bytedance/deer-flow,https://github.com/bytedance/deer-flow,2026-08-18T20:21:58Z,0.0
netdata/netdata,https://github.com/netdata/netdata,2026-08-18T18:11:43Z,0.09
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,2026-08-18T20:05:47Z,0.01
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,2026-08-18T17:53:07Z,0.11
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,2026-08-18T20:14:08Z,0.01
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,2026-08-18T18:29:41Z,0.08
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,2026-08-18T18:54:43Z,0.06
Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,2026-08-18T20:13:21Z,0.01
doocs/advanced-java,https://github.com/doocs/advanced-java,2026-08-18T19:51:43Z,0.02
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,2026-08-18T18:34:43Z,0.08
coder/code-server,https://github.com/coder/code-server,2026-08-18T20:22:38Z,0.0
ventoy/Ventoy,https://github.com/ventoy/Ventoy,2026-08-18T17:50:25Z,0.11
paperclipai/paperclip,https://github.com/paperclipai/paperclip,2026-08-18T20:13:32Z,0.01
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,2026-08-18T20:21:56Z,0.0
awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,2026-08-18T19:40:39Z,0.03
opendatalab/MinerU,https://github.com/opendatalab/MinerU,2026-08-18T20:03:56Z,0.02
elastic/elasticsearch,https://github.com/elastic/elasticsearch,2026-08-18T20:22:36Z,0.0
Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,2026-08-18T20:27:34Z,-0.0
tensorflow/models,https://github.com/tensorflow/models,2026-08-18T07:33:38Z,0.54
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,2026-08-18T19:44:28Z,0.03
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,2026-08-18T13:37:04Z,0.28
FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,2026-08-18T17:29:33Z,0.12
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,2026-08-18T15:34:27Z,0.2
rtk-ai/rtk,https://github.com/rtk-ai/rtk,2026-08-18T20:21:24Z,0.0
nestjs/nest,https://github.com/nestjs/nest,2026-08-18T18:52:24Z,0.07
grafana/grafana,https://github.com/grafana/grafana,2026-08-18T20:09:52Z,0.01
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,2026-08-18T19:36:16Z,0.04
redis/redis,https://github.com/redis/redis,2026-08-18T20:05:51Z,0.01
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,2026-08-18T19:51:47Z,0.02
ocornut/imgui,https://github.com/ocornut/imgui,2026-08-18T20:16:54Z,0.01
typicode/json-server,https://github.com/typicode/json-server,2026-08-18T09:14:15Z,0.47
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,2026-08-18T19:57:20Z,0.02
openai/openai-cookbook,https://github.com/openai/openai-cookbook,2026-08-18T19:27:39Z,0.04
obsproject/obs-studio,https://github.com/obsproject/obs-studio,2026-08-18T18:47:42Z,0.07
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,2026-08-18T18:42:20Z,0.07
caddyserver/caddy,https://github.com/caddyserver/caddy,2026-08-18T20:09:58Z,0.01
D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,2026-08-18T20:19:34Z,0.01
shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,2026-08-18T20:23:39Z,0.0
python/cpython,https://github.com/python/cpython,2026-08-18T19:00:14Z,0.06
enaqx/awesome-react,https://github.com/enaqx/awesome-react,2026-08-18T18:31:03Z,0.08
apache/superset,https://github.com/apache/superset,2026-08-18T20:02:32Z,0.02
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,2026-08-18T19:15:59Z,0.05
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,2026-08-18T20:20:45Z,0.0
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,2026-08-18T20:26:40Z,0.0
Eugeny/tabby,https://github.com/Eugeny/tabby,2026-08-18T20:11:32Z,0.01
unionlabs/union,https://github.com/unionlabs/union,2026-08-18T18:29:26Z,0.08
twitter/the-algorithm,https://github.com/twitter/the-algorithm,2026-08-18T17:30:00Z,0.12
datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,2026-08-18T18:22:13Z,0.09
thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,2026-08-18T18:08:48Z,0.1
unslothai/unsloth,https://github.com/unslothai/unsloth,2026-08-18T20:18:17Z,0.01
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,2026-08-18T15:50:59Z,0.19
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,2026-08-18T20:21:49Z,0.0
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,2026-08-18T17:37:09Z,0.12
strapi/strapi,https://github.com/strapi/strapi,2026-08-18T19:49:09Z,0.03
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,2026-08-18T18:44:22Z,0.07
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,2026-08-18T20:02:39Z,0.02
Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,2026-08-18T20:26:43Z,0.0
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,2026-08-18T20:07:40Z,0.01
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,2026-08-18T19:44:36Z,0.03
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,2026-08-18T20:06:44Z,0.01
juliangarnier/anime,https://github.com/juliangarnier/anime,2026-08-18T20:07:17Z,0.01
hakimel/reveal.js,https://github.com/hakimel/reveal.js,2026-08-18T17:53:10Z,0.11
pallets/flask,https://github.com/pallets/flask,2026-08-18T20:23:36Z,0.0
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,2026-08-18T19:43:19Z,0.03
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,2026-08-18T20:01:09Z,0.02
moby/moby,https://github.com/moby/moby,2026-08-18T16:14:07Z,0.18
daytonaio/daytona,https://github.com/daytonaio/daytona,2026-08-18T18:48:23Z,0.07
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,2026-08-18T19:47:39Z,0.03
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,2026-08-18T20:07:10Z,0.01
nektos/act,https://github.com/nektos/act,2026-08-18T20:16:40Z,0.01
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,2026-08-18T20:27:15Z,-0.0
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,2026-08-18T19:32:48Z,0.04
666ghj/MiroFish,https://github.com/666ghj/MiroFish,2026-08-18T20:12:29Z,0.01
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,2026-08-18T20:22:31Z,0.0
ansible/ansible,https://github.com/ansible/ansible,2026-08-18T17:29:43Z,0.12
swiftlang/swift,https://github.com/swiftlang/swift,2026-08-18T18:09:33Z,0.1
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,2026-08-18T19:50:06Z,0.03
expressjs/express,https://github.com/expressjs/express,2026-08-18T20:01:42Z,0.02
base/node,https://github.com/base/node,2026-08-18T11:21:43Z,0.38
ruvnet/ruflo,https://github.com/ruvnet/ruflo,2026-08-18T20:14:11Z,0.01
openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,2026-08-18T20:16:45Z,0.01
code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,2026-08-18T20:19:50Z,0.0
chartjs/Chart.js,https://github.com/chartjs/Chart.js,2026-08-18T19:47:36Z,0.03
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,2026-08-18T20:15:33Z,0.01
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,2026-08-18T08:34:14Z,0.49
apache/echarts,https://github.com/apache/echarts,2026-08-18T19:51:08Z,0.02
gorhill/uBlock,https://github.com/gorhill/uBlock,2026-08-18T20:01:38Z,0.02
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,2026-08-18T19:44:15Z,0.03
colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,2026-08-18T20:26:07Z,0.0
headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,2026-08-18T20:25:08Z,0.0
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,2026-08-18T19:56:05Z,0.02
xtekky/gpt4free,https://github.com/xtekky/gpt4free,2026-08-18T15:41:07Z,0.2
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,2026-08-18T20:21:43Z,0.0
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,2026-08-18T18:44:35Z,0.07
cline/cline,https://github.com/cline/cline,2026-08-18T19:14:19Z,0.05
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,2026-08-18T19:52:55Z,0.02
webpack/webpack,https://github.com/webpack/webpack,2026-08-18T19:20:52Z,0.05
facebook/docusaurus,https://github.com/facebook/docusaurus,2026-08-18T15:57:21Z,0.19
prometheus/prometheus,https://github.com/prometheus/prometheus,2026-08-18T20:10:07Z,0.01
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,2026-08-18T19:27:40Z,0.04
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,2026-08-18T19:16:54Z,0.05
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,2026-08-18T20:18:27Z,0.01
alacritty/alacritty,https://github.com/alacritty/alacritty,2026-08-18T18:25:25Z,0.08
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,2026-08-18T20:24:38Z,0.0
Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,2026-08-18T20:00:07Z,0.02
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,2026-08-18T13:39:14Z,0.28
santifer/career-ops,https://github.com/santifer/career-ops,2026-08-18T20:22:36Z,0.0
kdn251/interviews,https://github.com/kdn251/interviews,2026-08-18T19:52:08Z,0.02
localstack/localstack,https://github.com/localstack/localstack,2026-08-18T18:51:09Z,0.07
docling-project/docling,https://github.com/docling-project/docling,2026-08-18T20:28:43Z,-0.0
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,2026-08-18T19:32:47Z,0.04
gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,2026-08-18T20:10:16Z,0.01
shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,2026-08-18T20:25:54Z,0.0
nocodb/nocodb,https://github.com/nocodb/nocodb,2026-08-18T19:17:25Z,0.05
traefik/traefik,https://github.com/traefik/traefik,2026-08-18T20:23:14Z,0.0
warpdotdev/warp,https://github.com/warpdotdev/warp,2026-08-18T19:23:47Z,0.04
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,2026-08-18T20:18:11Z,0.01
keras-team/keras,https://github.com/keras-team/keras,2026-08-18T18:50:54Z,0.07
tw93/Mole,https://github.com/tw93/Mole,2026-08-18T20:26:54Z,-0.0
scrapy/scrapy,https://github.com/scrapy/scrapy,2026-08-18T19:38:47Z,0.03
rust-lang/rustlings,https://github.com/rust-lang/rustlings,2026-08-18T19:17:29Z,0.05
mem0ai/mem0,https://github.com/mem0ai/mem0,2026-08-18T20:27:25Z,-0.0
commaai/openpilot,https://github.com/commaai/openpilot,2026-08-18T16:49:12Z,0.15
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,2026-08-18T19:24:44Z,0.04
tldr-pages/tldr,https://github.com/tldr-pages/tldr,2026-08-18T20:14:04Z,0.01
ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,2026-08-18T20:26:58Z,-0.0
socketio/socket.io,https://github.com/socketio/socket.io,2026-08-18T19:19:34Z,0.05
asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,2026-08-18T20:23:19Z,0.0
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,2026-08-18T20:20:34Z,0.0
resume/resume.github.com,https://github.com/resume/resume.github.com,2026-08-18T18:33:15Z,0.08
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,2026-08-18T20:12:51Z,0.01
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,2026-08-18T17:00:03Z,0.14
git/git,https://github.com/git/git,2026-08-18T20:25:03Z,0.0
pathwaycom/pathway,https://github.com/pathwaycom/pathway,2026-08-18T18:26:30Z,0.08
usememos/memos,https://github.com/usememos/memos,2026-08-18T20:23:55Z,0.0
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,2026-08-18T19:27:00Z,0.04
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,2026-08-18T19:19:28Z,0.05
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,2026-08-18T20:11:00Z,0.01
withastro/astro,https://github.com/withastro/astro,2026-08-18T19:06:06Z,0.06
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,2026-08-18T18:37:20Z,0.08
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,2026-08-18T18:54:38Z,0.06
reduxjs/redux,https://github.com/reduxjs/redux,2026-08-18T10:00:21Z,0.44
FuelLabs/sway,https://github.com/FuelLabs/sway,2026-08-18T14:18:13Z,0.26
minio/minio,https://github.com/minio/minio,2026-08-18T17:03:08Z,0.14
lodash/lodash,https://github.com/lodash/lodash,2026-08-18T14:26:41Z,0.25
2dust/v2rayNG,https://github.com/2dust/v2rayNG,2026-08-18T20:19:59Z,0.0
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,2026-08-18T16:57:24Z,0.15
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,2026-08-18T19:55:34Z,0.02
upstash/context7,https://github.com/upstash/context7,2026-08-18T19:55:04Z,0.02
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,2026-08-18T07:57:53Z,0.52
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,2026-08-18T19:09:17Z,0.05
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,2026-08-18T15:34:41Z,0.2
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,2026-08-18T20:22:35Z,0.0
tw93/Pake,https://github.com/tw93/Pake,2026-08-18T20:05:30Z,0.01
atom/atom,https://github.com/atom/atom,2026-08-18T17:28:53Z,0.12
nuxt/nuxt,https://github.com/nuxt/nuxt,2026-08-18T19:25:50Z,0.04
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,2026-08-18T19:06:27Z,0.06
coollabsio/coolify,https://github.com/coollabsio/coolify,2026-08-18T20:15:44Z,0.01
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,2026-08-18T19:15:53Z,0.05
microsoft/autogen,https://github.com/microsoft/autogen,2026-08-18T19:42:15Z,0.03
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,2026-08-18T20:24:39Z,0.0
adam-p/markdown-here,https://github.com/adam-p/markdown-here,2026-08-18T01:46:58Z,0.78
marktext/marktext,https://github.com/marktext/marktext,2026-08-18T19:49:00Z,0.03
sharkdp/bat,https://github.com/sharkdp/bat,2026-08-18T19:43:38Z,0.03
pbakaus/impeccable,https://github.com/pbakaus/impeccable,2026-08-18T20:27:06Z,-0.0
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,2026-08-18T17:53:02Z,0.11
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,2026-08-18T17:18:21Z,0.13
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,2026-08-18T19:56:49Z,0.02
jquery/jquery,https://github.com/jquery/jquery,2026-08-18T11:12:33Z,0.38
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,2026-08-18T07:12:57Z,0.55
meta-llama/llama,https://github.com/meta-llama/llama,2026-08-18T13:37:00Z,0.28
starship/starship,https://github.com/starship/starship,2026-08-18T19:15:42Z,0.05
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,2026-08-18T17:30:39Z,0.12
termux/termux-app,https://github.com/termux/termux-app,2026-08-18T20:07:18Z,0.01
rclone/rclone,https://github.com/rclone/rclone,2026-08-18T20:19:17Z,0.01
byoungd/up,https://github.com/byoungd/up,2026-08-18T20:11:34Z,0.01
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,2026-08-18T19:18:28Z,0.05
